"age","area_percentage","height_percentage","land_surface_condition","foundation_type","roof_type","count_families","has_secondary_use","Damage"
5,12,6,"t","u","n",1,0,1
0,6,2,"t","w","n",1,0,0
15,6,5,"t","r","n",1,0,1
20,8,6,"t","i","x",0,0,0
10,3,2,"t","r","n",1,0,1
30,9,5,"n","r","n",1,0,1
10,4,4,"t","r","q",1,0,1
30,10,7,"t","r","n",1,0,1
25,8,3,"t","r","n",1,1,1
20,23,7,"t","r","n",1,0,1
15,10,6,"t","r","n",1,0,1
5,9,3,"t","r","n",1,0,1
35,6,7,"t","r","n",1,0,1
10,7,3,"t","r","n",1,0,1
5,3,7,"t","r","n",0,0,1
10,9,5,"t","r","q",1,0,0
0,3,5,"n","r","n",1,0,1
25,9,6,"t","r","n",1,0,1
5,4,3,"t","r","n",1,0,1
20,9,4,"t","r","q",1,0,1
5,11,7,"t","r","n",1,1,1
15,5,5,"t","r","n",1,0,1
5,5,6,"o","r","n",1,0,1
90,12,10,"t","r","n",1,0,1
5,9,7,"t","r","n",1,0,1
25,7,6,"t","r","q",1,0,1
40,7,8,"n","r","n",1,0,1
20,7,7,"t","r","q",1,0,1
15,7,7,"n","r","n",1,0,1
20,6,8,"t","r","q",1,0,1
10,6,2,"t","r","n",1,0,1
50,8,6,"o","r","n",1,0,1
25,7,5,"t","r","n",1,0,1
35,17,5,"t","r","n",1,0,1
50,8,6,"t","r","q",1,0,1
15,5,4,"t","r","n",1,0,0
5,4,4,"t","r","n",1,0,1
15,6,4,"t","r","n",1,0,1
35,7,6,"t","r","q",1,1,1
20,7,5,"t","r","n",1,0,1
15,8,8,"t","r","q",0,0,1
10,9,5,"t","r","n",1,1,1
5,14,3,"t","u","x",1,0,1
25,3,4,"o","w","n",1,0,1
0,6,5,"t","w","n",1,1,0
15,5,5,"t","r","q",1,0,1
0,7,5,"t","r","n",2,0,1
30,11,7,"t","u","n",1,0,1
0,4,4,"t","w","n",0,0,0
5,6,5,"t","w","n",1,0,1
30,6,6,"t","r","q",1,0,1
15,6,6,"t","r","q",1,0,1
15,6,6,"t","r","q",1,0,0
15,18,5,"n","r","n",1,0,1
25,10,4,"n","r","n",1,0,1
20,33,6,"t","r","q",1,0,1
25,9,6,"t","r","n",1,0,1
20,8,8,"t","r","q",1,0,1
30,9,7,"t","r","q",1,0,1
30,7,6,"t","r","n",1,0,1
10,6,4,"t","r","n",1,0,1
10,9,7,"t","r","n",1,0,1
15,8,7,"t","r","n",2,0,1
20,21,5,"t","r","n",1,0,1
15,2,7,"t","r","n",1,0,1
0,5,4,"t","r","n",1,1,1
20,13,6,"t","u","x",2,0,1
30,12,6,"t","r","n",1,0,1
0,8,4,"t","r","n",1,0,1
40,7,7,"t","r","n",1,0,1
40,6,5,"t","r","n",0,0,1
20,39,6,"t","r","q",2,0,1
10,6,5,"t","r","n",1,1,1
5,8,5,"t","r","n",1,0,1
35,10,6,"t","r","n",1,0,1
30,12,7,"t","r","n",2,0,1
40,13,8,"t","r","q",0,0,1
10,5,3,"t","r","n",1,0,1
25,3,2,"t","r","n",1,0,1
20,7,5,"t","r","n",1,0,1
0,3,2,"n","r","n",1,0,0
15,9,7,"n","u","n",1,0,1
40,5,4,"t","r","q",1,0,1
10,8,3,"t","u","n",1,0,0
15,8,8,"t","r","n",1,1,1
45,5,6,"t","r","q",1,0,1
25,6,4,"n","r","q",1,0,1
20,9,5,"t","r","n",1,0,1
30,8,3,"t","r","n",1,0,1
25,9,3,"t","r","n",1,0,1
25,23,6,"t","r","q",1,0,1
15,8,5,"t","r","n",1,0,1
10,13,7,"t","u","x",1,0,1
15,5,3,"o","r","n",1,0,0
10,5,7,"n","r","n",1,0,1
20,6,5,"n","r","q",0,0,1
80,10,8,"t","r","n",1,1,1
60,5,2,"n","r","n",1,0,1
15,9,7,"t","r","q",1,0,1
15,8,5,"t","r","n",0,0,1
20,5,4,"n","r","n",1,0,1
20,5,5,"n","r","n",1,0,1
5,3,3,"t","r","n",1,0,1
15,8,3,"o","r","n",0,0,1
90,4,10,"t","r","n",1,0,1
0,7,3,"t","u","n",1,0,0
40,15,6,"t","r","n",1,0,1
60,5,5,"n","r","n",1,0,1
0,8,6,"t","r","n",1,0,1
90,7,5,"t","r","n",1,0,1
10,10,3,"n","r","n",1,0,1
5,5,6,"t","r","n",1,0,1
30,5,5,"t","r","n",1,0,1
20,5,5,"t","r","n",1,1,1
10,16,5,"t","r","n",1,0,1
20,7,8,"t","r","q",1,0,1
30,15,7,"t","r","n",1,0,1
35,7,7,"n","r","n",1,0,1
80,4,8,"t","u","n",1,0,1
10,6,5,"t","r","q",1,0,1
15,8,3,"t","r","n",0,1,1
10,12,5,"t","r","n",1,0,1
30,6,6,"t","u","q",1,0,1
10,2,3,"n","r","n",1,0,1
55,9,5,"t","r","n",1,0,1
30,9,5,"t","r","n",1,0,1
25,3,2,"n","r","n",1,0,0
20,12,7,"t","r","n",1,0,1
30,7,5,"t","r","q",1,0,1
5,10,5,"t","r","n",1,0,1
0,5,4,"t","r","n",1,0,1
35,13,6,"t","r","q",1,0,1
15,5,6,"t","r","q",1,0,1
15,6,8,"t","r","q",2,0,1
5,7,4,"t","w","q",1,0,1
15,7,5,"t","r","n",1,0,1
15,7,5,"t","r","n",1,0,1
5,8,5,"t","r","q",1,0,1
10,15,12,"t","i","x",1,1,1
30,4,5,"t","r","n",1,0,1
25,10,7,"t","r","n",1,0,1
35,5,7,"t","r","n",1,0,1
15,8,5,"t","r","n",1,0,1
0,5,3,"n","r","n",1,0,0
15,4,6,"n","r","n",1,0,1
25,6,5,"t","r","n",1,0,1
0,14,3,"t","u","n",1,1,0
0,2,7,"n","r","n",1,0,1
20,8,5,"t","u","q",1,0,1
80,6,7,"t","r","n",1,0,1
50,7,6,"t","r","n",1,0,1
20,10,6,"t","r","n",1,1,0
0,19,3,"t","i","x",1,0,0
10,9,5,"t","u","q",0,0,1
25,6,5,"t","r","n",0,0,1
0,8,5,"t","r","n",1,1,1
0,4,4,"t","r","n",1,0,1
10,6,3,"t","r","n",1,0,1
10,10,5,"t","r","q",1,0,1
5,10,3,"t","r","n",1,0,0
20,4,2,"t","r","n",1,0,1
0,6,4,"t","r","n",1,0,1
10,9,5,"n","i","x",1,1,1
15,6,7,"t","r","n",1,0,1
30,11,7,"t","r","q",1,0,1
10,6,4,"t","w","n",1,0,1
20,9,7,"t","r","n",1,0,1
10,6,7,"t","r","q",1,0,1
20,7,6,"t","r","n",1,0,1
0,6,7,"t","r","n",1,0,1
55,4,5,"t","r","n",1,1,1
10,8,5,"t","r","q",1,1,1
40,4,2,"t","r","q",1,0,1
20,6,4,"n","r","n",1,1,1
10,8,7,"t","r","q",2,0,1
30,11,4,"t","r","n",1,0,0
20,10,5,"t","r","n",1,0,1
30,12,8,"n","r","q",1,0,1
20,8,5,"t","r","n",1,0,1
30,13,8,"t","r","x",1,0,1
5,10,6,"t","r","n",1,0,0
5,2,2,"t","r","n",1,0,1
40,8,7,"t","r","n",1,0,1
0,6,3,"t","u","n",0,1,0
20,6,5,"t","r","n",1,0,0
20,4,5,"t","r","n",1,0,1
15,7,6,"t","i","n",0,0,1
45,13,8,"t","r","q",1,0,1
15,5,6,"t","r","n",1,0,1
10,6,4,"t","r","n",1,0,0
0,4,6,"t","w","q",1,0,1
0,7,7,"t","r","n",1,0,1
85,4,7,"t","r","n",1,0,1
0,6,6,"t","r","q",0,1,1
0,4,5,"t","r","n",1,0,1
70,9,5,"t","r","n",1,1,1
15,7,7,"t","r","n",1,0,1
20,6,6,"t","r","n",1,0,1
40,3,4,"t","r","n",1,0,1
15,6,5,"t","r","n",1,1,1
80,9,5,"t","r","n",1,0,1
0,3,2,"t","r","n",1,0,1
30,9,4,"n","r","n",1,0,1
25,6,7,"t","r","q",2,0,1
40,10,4,"t","r","n",1,0,1
20,13,7,"t","r","x",0,1,0
25,8,6,"t","r","q",1,0,1
0,8,6,"t","r","n",1,0,1
25,11,9,"t","r","n",1,0,1
20,6,7,"t","w","q",1,0,1
25,10,8,"n","r","q",1,0,1
5,8,6,"t","r","n",1,0,0
10,8,5,"t","r","n",1,0,1
0,11,5,"n","r","q",1,0,1
30,6,8,"t","r","n",1,0,1
50,6,2,"t","r","n",1,0,1
45,4,4,"n","r","n",1,0,1
25,7,4,"n","r","q",1,0,1
20,8,5,"n","r","n",2,0,1
10,8,5,"t","r","n",1,0,1
20,11,7,"t","u","n",0,0,1
10,9,5,"t","r","n",1,0,1
15,19,7,"t","i","x",2,1,0
20,7,3,"t","r","n",1,0,1
10,4,5,"o","r","q",1,0,1
15,11,8,"n","r","n",1,0,1
35,6,4,"t","r","n",1,0,1
25,10,4,"n","r","q",1,0,1
20,23,6,"t","r","n",1,0,1
15,7,5,"t","r","n",1,0,1
10,4,5,"t","r","n",1,0,1
25,7,5,"n","r","n",0,0,1
30,18,5,"n","r","q",1,0,1
20,8,6,"t","r","n",1,0,1
0,11,6,"t","i","x",1,0,1
0,4,3,"t","w","n",1,0,1
25,9,7,"t","r","n",1,0,1
10,3,5,"t","r","n",1,0,1
25,6,5,"t","r","n",1,0,1
30,5,7,"t","r","q",1,0,1
55,5,6,"n","u","n",1,0,1
5,10,5,"n","r","n",1,0,1
20,5,6,"t","r","n",1,1,1
20,8,4,"t","r","n",1,0,1
25,6,5,"t","r","n",1,1,1
20,8,3,"t","r","n",1,0,1
20,5,8,"n","r","n",1,0,1
30,8,4,"t","r","n",1,0,1
60,13,5,"n","r","q",2,1,1
25,12,2,"t","r","q",0,0,1
10,14,6,"t","w","q",1,0,1
30,7,5,"t","r","n",1,0,1
10,15,7,"t","r","n",1,0,1
5,5,4,"t","r","n",1,0,1
0,15,9,"t","u","x",1,1,1
10,7,7,"t","r","q",1,0,1
20,4,2,"t","r","n",1,0,1
20,6,5,"n","r","q",1,0,1
5,9,6,"t","r","n",2,0,1
20,6,4,"o","r","n",0,0,1
20,5,3,"t","r","n",1,0,1
70,5,3,"t","r","n",1,0,1
5,7,6,"t","r","n",1,0,1
20,6,5,"t","r","n",1,0,1
20,16,10,"n","i","x",2,1,0
40,3,8,"t","r","n",1,1,1
20,10,8,"t","r","q",1,1,1
20,6,6,"t","r","n",0,0,1
10,5,5,"t","r","n",1,0,1
25,3,5,"t","r","n",0,0,1
100,7,6,"t","r","q",1,1,1
80,12,6,"t","r","n",1,0,1
35,9,6,"n","r","q",1,0,1
30,13,7,"t","r","n",1,0,1
0,18,3,"t","i","x",1,0,0
5,12,4,"t","r","q",1,0,1
45,9,5,"t","r","q",1,0,1
30,6,5,"t","r","n",2,0,1
10,6,4,"t","r","n",1,0,1
35,7,5,"t","r","n",1,0,1
30,5,5,"t","r","n",1,0,1
25,12,6,"t","r","q",1,0,1
10,8,7,"n","r","q",1,0,1
20,6,4,"n","r","n",1,0,1
35,8,7,"t","r","n",1,0,1
0,5,5,"t","r","n",1,0,1
25,5,6,"t","r","n",1,0,1
25,5,8,"t","r","n",1,0,1
30,5,5,"t","r","q",1,0,1
10,5,6,"t","r","q",1,0,1
0,9,3,"t","r","n",1,0,1
15,9,3,"t","u","x",1,0,1
10,8,4,"n","r","n",1,0,1
35,3,4,"t","w","q",0,1,1
25,11,9,"t","r","n",1,0,1
25,4,3,"t","r","n",1,0,1
25,7,7,"n","r","n",1,0,1
10,8,5,"t","r","n",1,0,1
30,7,5,"t","r","n",1,0,1
20,9,8,"n","r","n",1,0,1
0,2,5,"t","r","n",1,0,1
20,4,5,"t","r","n",2,0,1
5,18,3,"t","i","x",1,0,1
10,10,5,"t","u","n",1,0,1
20,11,7,"n","r","n",1,0,1
40,6,5,"t","r","n",1,0,1
65,15,7,"t","r","n",1,0,1
25,7,7,"t","r","q",1,0,1
80,5,5,"t","r","q",1,0,1
15,8,5,"t","r","n",1,0,1
20,15,5,"t","r","q",1,0,1
0,10,6,"t","w","q",1,0,1
5,10,6,"t","w","n",1,1,0
20,6,5,"t","w","q",1,0,1
0,4,3,"t","w","q",1,0,0
5,10,7,"t","r","n",1,1,1
10,5,6,"t","r","q",1,0,1
5,6,5,"t","r","n",1,0,1
20,11,7,"t","r","n",1,0,0
30,10,7,"t","r","q",2,0,1
10,7,6,"t","r","n",3,0,1
30,19,9,"t","i","x",1,0,1
15,21,6,"t","i","x",1,0,0
5,8,6,"t","r","n",1,1,1
20,7,6,"t","r","n",1,0,1
5,6,4,"t","r","n",1,0,0
10,20,8,"t","u","x",1,1,1
5,5,4,"o","w","n",1,0,0
0,4,5,"t","r","n",0,1,0
5,6,7,"t","r","n",1,0,1
20,10,5,"t","r","n",1,1,1
10,2,6,"n","r","n",1,0,1
10,9,2,"t","r","n",1,1,1
10,9,7,"n","r","n",1,1,0
0,10,7,"t","u","n",1,0,0
50,17,6,"t","r","n",1,0,1
35,5,4,"t","r","n",0,0,1
25,6,7,"t","r","n",1,0,1
5,6,4,"t","r","n",1,0,1
15,7,7,"t","r","n",1,0,1
0,4,5,"t","r","n",1,0,1
20,7,5,"t","r","q",2,0,1
10,10,6,"n","r","n",1,0,1
5,13,6,"t","w","q",1,0,1
85,7,7,"t","r","q",1,0,1
30,6,8,"t","r","n",0,0,1
5,11,7,"t","i","x",1,0,1
0,3,5,"t","r","n",1,0,1
15,6,5,"n","r","n",1,0,1
40,7,6,"t","r","n",0,0,1
75,7,5,"t","r","n",1,0,1
20,10,9,"t","r","q",1,0,1
5,7,4,"t","r","n",1,0,1
45,5,3,"t","r","n",1,0,1
10,7,4,"n","r","q",2,0,1
15,5,8,"t","u","n",1,1,1
70,7,6,"t","r","n",1,0,1
35,11,6,"t","r","n",1,1,1
40,10,4,"t","r","n",1,0,1
15,8,7,"t","r","n",1,0,1
10,6,6,"o","w","n",1,0,0
45,6,4,"t","r","n",1,0,1
10,8,4,"t","w","n",1,0,1
5,5,4,"t","r","n",1,0,0
15,13,7,"t","r","n",1,0,1
40,8,4,"t","r","n",0,0,1
5,5,6,"n","r","n",1,0,1
5,4,2,"n","r","n",0,0,1
10,8,6,"t","w","q",1,0,1
40,5,4,"o","r","n",1,1,1
10,4,5,"n","r","n",1,0,1
20,5,5,"t","r","n",1,0,1
10,8,6,"t","r","q",1,1,1
25,7,6,"n","r","n",1,0,1
15,7,5,"t","r","q",1,0,0
20,9,3,"t","r","q",2,0,1
40,5,5,"t","r","n",1,0,1
45,4,5,"t","r","n",0,0,1
25,21,7,"n","r","n",1,1,1
0,6,6,"t","r","n",1,0,1
35,10,9,"t","r","q",2,0,1
15,30,10,"n","u","x",1,0,1
10,3,2,"t","r","n",1,0,1
20,6,4,"t","r","q",1,0,1
5,7,5,"n","r","q",1,0,1
15,18,3,"t","r","n",1,0,1
20,12,8,"t","r","q",1,0,1
30,9,7,"t","r","q",1,0,1
20,5,8,"t","r","q",1,0,1
0,23,6,"t","i","x",1,0,0
35,6,8,"t","r","q",1,0,1
20,8,4,"t","u","n",1,0,1
15,8,5,"t","r","n",1,0,1
10,14,6,"t","r","n",1,1,1
30,8,6,"t","r","n",1,0,1
30,7,4,"t","r","q",1,0,1
0,15,7,"t","r","n",1,0,0
0,8,7,"t","r","q",1,0,1
0,5,4,"n","w","n",1,0,1
15,17,7,"t","r","x",1,0,1
30,7,4,"t","r","n",1,0,1
5,6,5,"t","r","q",1,0,1
10,7,6,"n","r","q",2,0,1
10,8,6,"t","r","n",1,0,1
20,3,6,"t","r","n",0,0,1
0,5,3,"t","r","n",1,0,0
10,4,4,"t","r","n",1,0,1
15,11,3,"t","u","x",1,0,1
10,13,6,"t","i","x",1,1,0
20,6,4,"t","r","n",1,0,1
10,10,6,"t","r","n",1,0,1
50,11,5,"t","r","n",1,0,0
5,15,16,"t","u","x",1,0,1
0,13,3,"t","u","n",1,0,1
25,5,2,"t","r","q",1,1,1
45,9,8,"t","r","n",1,0,1
15,4,5,"t","r","q",1,0,1
10,12,3,"t","r","n",1,0,0
25,9,6,"t","r","n",2,0,1
30,4,6,"t","r","n",1,0,0
90,4,10,"t","r","n",2,0,1
60,5,3,"n","r","q",1,0,1
5,12,2,"t","r","n",0,0,1
5,34,6,"t","i","x",1,0,0
10,19,9,"t","i","x",0,0,0
10,7,7,"t","r","q",1,0,1
30,6,6,"t","r","q",1,0,1
5,5,5,"t","r","n",1,0,1
10,3,4,"t","r","q",1,0,1
50,18,7,"t","r","n",1,0,1
10,7,5,"t","r","n",1,0,1
40,4,3,"o","r","n",0,0,1
65,7,6,"t","r","n",1,0,1
30,3,5,"t","r","q",1,0,1
30,7,6,"t","r","n",1,0,1
20,7,7,"t","r","n",1,0,1
40,8,2,"n","r","n",1,0,0
20,5,7,"t","u","n",1,0,1
25,9,9,"t","r","n",1,0,1
20,8,6,"t","r","q",1,0,1
25,9,6,"t","r","n",1,0,1
85,6,7,"t","r","n",1,0,1
15,3,3,"t","r","n",1,0,1
5,6,5,"t","u","n",1,0,1
20,9,6,"n","r","n",1,0,0
5,3,2,"t","r","n",1,0,1
25,5,6,"t","r","n",0,0,1
15,6,5,"t","r","n",1,0,1
20,10,7,"t","u","q",1,0,1
5,8,5,"t","r","n",1,0,1
40,6,5,"t","r","q",1,0,1
15,11,5,"t","r","q",2,0,1
0,5,5,"t","r","n",1,0,1
10,6,9,"t","r","q",1,0,1
15,9,5,"t","r","n",1,0,1
10,7,5,"n","r","n",1,0,1
35,4,4,"t","r","q",1,0,1
0,5,4,"o","r","n",1,0,1
85,8,8,"t","r","n",1,0,1
65,7,6,"t","r","q",1,0,1
0,5,5,"t","r","q",1,0,1
5,14,10,"t","i","x",1,0,1
15,5,5,"t","r","q",1,0,1
10,6,6,"t","r","n",1,0,1
10,7,3,"t","r","n",1,0,0
0,8,7,"n","r","q",1,0,1
20,11,8,"t","r","q",1,0,1
30,9,7,"t","r","n",1,0,1
5,10,3,"n","i","x",1,0,0
10,6,5,"t","r","n",1,0,1
25,12,4,"t","r","n",0,0,1
15,7,5,"t","w","n",1,0,0
5,8,6,"t","r","n",1,0,1
30,15,5,"o","r","n",1,0,1
10,6,2,"n","r","n",1,0,1
0,6,5,"t","r","n",1,0,1
5,5,5,"t","r","q",1,0,1
5,6,6,"t","r","n",1,0,1
30,6,4,"t","r","q",1,0,1
10,4,2,"t","u","n",1,0,1
10,2,7,"t","r","n",1,0,1
60,6,6,"t","r","n",1,0,1
5,14,8,"t","r","n",1,0,1
0,25,5,"n","h","q",1,0,1
5,8,5,"t","r","n",1,0,1
15,5,7,"t","r","q",1,0,1
15,10,6,"n","w","q",1,0,0
10,12,7,"t","r","n",1,0,1
40,5,6,"t","r","n",1,0,1
20,7,5,"t","r","q",1,0,1
80,7,7,"t","r","q",1,0,1
35,17,7,"t","r","n",1,0,1
0,25,7,"t","i","x",1,1,0
80,4,7,"t","r","q",1,0,1
25,5,7,"t","r","q",0,0,1
5,2,3,"n","r","n",1,0,1
5,8,5,"t","r","n",1,0,1
25,10,7,"t","r","n",1,0,1
45,7,10,"t","r","q",0,0,1
35,7,2,"t","r","n",1,0,1
0,6,6,"t","r","q",1,0,1
15,11,6,"t","r","n",1,0,1
5,12,7,"t","u","x",1,0,0
30,10,6,"t","r","n",1,0,1
40,6,8,"t","r","n",1,0,1
0,11,7,"t","r","n",1,0,1
10,5,6,"n","r","n",1,0,1
15,6,4,"t","r","q",1,0,1
45,4,5,"t","r","n",1,0,1
25,26,8,"t","r","n",1,0,1
100,7,7,"t","r","n",1,0,1
20,7,5,"t","r","q",1,0,1
0,4,5,"t","r","n",1,0,1
50,10,6,"t","r","n",0,1,1
0,8,10,"t","r","n",1,0,1
25,9,6,"t","r","n",1,1,1
0,6,5,"t","r","q",1,0,1
115,5,11,"t","r","n",1,0,1
20,36,8,"t","r","q",1,0,1
15,3,6,"t","r","n",1,0,1
40,6,8,"t","r","n",1,0,1
20,7,7,"t","r","n",1,0,1
10,7,6,"t","r","n",1,0,1
20,8,4,"t","r","q",0,0,1
25,10,6,"t","r","q",1,0,1
25,8,6,"t","r","q",1,0,1
30,5,4,"t","r","q",1,0,1
35,7,5,"t","r","q",1,0,1
10,9,5,"t","r","n",1,0,0
20,8,8,"t","r","n",1,0,1
70,5,5,"t","r","n",1,0,1
50,4,6,"n","r","n",0,0,1
10,15,5,"o","r","q",1,0,1
15,6,6,"n","r","n",1,0,1
10,4,3,"t","r","q",1,0,1
30,7,7,"n","r","n",1,0,1
15,3,3,"t","w","n",1,0,0
5,6,5,"o","r","q",1,0,1
50,5,3,"t","r","n",1,0,0
20,5,3,"t","r","n",1,0,1
40,6,4,"t","r","n",0,0,0
25,6,8,"t","r","n",1,0,1
15,6,7,"t","r","n",1,0,1
15,12,5,"n","r","n",1,1,1
5,6,5,"t","r","q",1,0,1
25,8,5,"t","r","n",1,0,1
10,7,5,"t","r","q",1,0,1
15,3,5,"t","r","q",1,0,1
20,9,5,"t","r","n",2,0,1
20,7,4,"t","r","n",1,0,1
20,5,7,"t","r","q",1,0,1
10,3,3,"n","w","q",1,0,1
0,6,5,"t","r","q",1,0,1
10,9,5,"t","r","n",1,0,1
15,4,5,"t","w","n",1,0,1
0,11,7,"t","r","n",2,0,1
10,14,5,"t","w","q",1,0,0
0,6,6,"t","r","q",1,0,1
10,7,5,"t","w","q",1,0,1
15,11,5,"t","w","q",1,0,1
20,6,6,"t","w","q",0,0,1
5,8,7,"t","r","n",1,0,1
25,13,5,"t","r","n",1,0,1
15,6,7,"t","r","n",1,0,1
30,5,8,"n","r","n",1,0,1
40,5,4,"t","r","n",1,0,1
10,9,6,"t","r","q",1,0,0
15,5,6,"n","r","n",1,0,0
20,14,7,"t","r","n",1,0,1
20,5,6,"t","r","n",1,0,1
30,9,7,"t","r","q",1,0,1
40,10,8,"n","r","q",1,1,1
25,7,6,"t","r","q",1,0,1
10,5,5,"t","w","n",1,0,1
30,9,5,"t","r","n",3,1,1
10,8,4,"t","w","n",1,0,1
60,2,6,"n","r","n",1,0,1
15,5,6,"t","r","q",1,0,1
30,7,5,"t","r","q",1,0,1
5,8,5,"t","r","n",1,0,1
0,8,4,"t","u","x",1,1,0
0,6,3,"o","r","n",1,0,1
15,7,5,"t","r","q",1,0,1
5,4,2,"t","w","n",1,1,0
20,9,3,"t","r","n",1,0,1
25,14,7,"t","r","n",1,0,1
25,8,6,"t","r","n",1,0,1
10,11,5,"t","r","q",1,1,1
5,8,6,"t","r","n",1,0,1
15,6,5,"t","r","n",1,0,1
0,6,7,"t","r","n",1,0,1
35,8,4,"o","r","n",1,0,1
5,7,6,"t","r","n",1,0,1
0,5,6,"t","w","q",0,0,0
0,8,3,"t","u","x",1,0,1
35,11,3,"n","r","n",0,1,1
10,10,4,"o","r","n",1,0,1
10,3,4,"t","r","n",1,0,1
10,4,4,"t","r","n",1,1,1
5,9,8,"t","r","n",1,0,1
15,13,5,"t","r","q",1,1,1
20,8,4,"t","r","q",0,1,1
15,5,5,"t","r","q",1,0,1
25,4,4,"t","r","n",1,0,1
10,5,4,"t","r","q",1,0,0
0,11,4,"t","r","n",1,0,1
5,9,5,"t","r","n",1,0,1
5,6,2,"t","u","n",1,0,1
25,6,7,"t","r","n",1,0,1
15,18,10,"t","i","x",1,1,0
15,11,7,"n","u","n",1,0,1
15,7,7,"t","r","q",1,1,1
15,5,5,"t","r","n",1,0,0
25,5,5,"t","r","n",2,0,1
15,4,5,"t","r","n",1,0,1
5,4,4,"t","r","n",1,1,1
10,8,4,"o","r","n",1,0,1
15,6,6,"n","r","n",1,0,1
50,6,7,"t","r","n",1,0,1
10,8,5,"t","r","n",1,1,1
0,6,5,"t","w","n",1,0,0
10,6,4,"t","r","n",1,0,1
10,3,3,"t","r","n",1,0,1
25,11,5,"t","r","n",1,0,1
80,5,7,"n","r","n",1,0,1
35,5,4,"t","r","q",2,0,1
35,10,6,"t","r","n",1,0,1
0,23,5,"t","r","n",0,1,0
20,4,6,"t","r","n",1,0,1
20,13,7,"n","u","q",1,0,1
10,19,3,"t","u","x",1,0,1
10,3,4,"n","r","n",1,0,1
5,8,6,"t","w","q",1,0,1
30,6,5,"n","r","n",1,0,1
15,9,5,"n","w","q",1,1,1
0,4,2,"t","w","n",1,0,0
5,12,5,"n","w","n",1,0,1
10,6,4,"t","r","q",1,0,0
5,5,3,"t","r","n",1,0,1
10,9,6,"t","i","x",1,0,1
10,6,4,"t","r","n",1,0,0
20,8,3,"o","r","q",1,0,1
5,8,6,"t","w","q",1,0,1
20,17,3,"t","r","n",1,0,1
5,19,5,"t","r","n",1,0,1
5,8,4,"t","r","n",1,0,1
70,6,6,"t","r","n",1,0,1
25,7,4,"t","u","q",1,0,1
25,5,5,"t","r","n",1,0,1
15,10,6,"t","r","q",1,0,1
10,14,2,"t","r","n",1,0,1
50,3,5,"t","r","q",1,0,1
20,8,4,"t","r","n",1,0,1
30,6,6,"t","r","q",3,0,1
35,7,8,"t","r","n",1,0,1
40,17,5,"t","r","q",1,0,1
50,8,6,"t","r","q",1,0,1
25,7,6,"t","r","q",1,0,1
40,7,7,"t","r","q",1,0,1
0,6,7,"t","r","n",1,0,0
20,8,5,"t","r","n",1,0,1
10,7,5,"t","r","q",1,0,1
0,6,5,"t","r","n",1,0,1
10,6,2,"t","r","q",1,0,0
50,6,6,"t","r","q",1,0,1
20,5,5,"t","r","q",1,1,1
10,10,3,"t","r","n",1,0,1
30,7,6,"t","r","n",2,0,1
70,3,5,"n","r","q",1,0,1
10,5,6,"t","r","n",1,0,1
60,6,3,"t","r","n",1,1,1
0,10,3,"t","i","x",1,0,0
20,11,3,"t","r","q",2,0,1
30,4,4,"t","r","q",1,0,1
5,6,6,"t","r","n",1,0,1
55,3,12,"t","r","q",1,0,1
0,3,6,"t","r","n",0,0,1
20,10,5,"t","r","n",1,1,1
5,5,5,"t","r","q",1,0,1
20,11,7,"t","r","n",1,1,1
85,6,6,"t","r","n",1,0,1
30,10,6,"t","r","n",1,0,0
0,6,7,"t","r","n",0,0,1
25,8,5,"t","r","n",1,0,1
0,11,5,"t","r","n",1,0,1
15,8,4,"n","r","n",1,0,1
0,8,3,"t","u","n",2,0,0
10,11,6,"n","w","q",1,0,1
25,6,4,"t","r","n",1,0,1
10,5,3,"t","r","n",0,1,1
10,4,7,"t","r","n",1,0,1
20,6,4,"t","r","q",1,0,1
0,23,13,"t","i","x",1,1,0
40,8,4,"t","r","n",1,1,1
45,11,6,"t","r","q",1,0,1
0,8,4,"t","r","n",1,0,1
20,3,5,"t","r","n",1,0,1
15,8,5,"t","r","n",1,0,1
0,6,4,"t","r","q",1,0,1
35,9,6,"t","r","q",1,0,1
50,8,4,"t","r","n",1,0,1
30,4,7,"t","r","n",1,0,1
0,10,6,"t","r","n",1,0,1
15,13,4,"t","r","q",0,1,1
25,7,5,"t","r","n",1,0,1
5,8,5,"t","r","n",1,0,1
25,7,5,"t","r","q",1,0,1
0,4,6,"o","r","n",1,0,1
5,4,3,"t","r","n",1,0,1
25,12,6,"o","r","n",1,0,1
20,5,4,"t","r","n",1,0,1
0,15,4,"t","r","n",1,0,1
45,11,5,"t","r","n",1,1,1
15,4,7,"t","r","q",1,0,1
15,10,5,"t","r","n",1,0,1
50,7,6,"t","r","n",1,0,1
15,5,4,"t","r","n",1,0,1
20,5,6,"t","r","n",1,1,1
30,5,5,"n","r","q",1,0,1
45,6,4,"t","r","n",1,0,1
0,17,9,"t","i","x",1,1,0
30,7,6,"t","r","n",1,0,1
0,7,7,"n","r","n",1,0,1
5,12,2,"t","r","n",1,0,1
10,6,4,"t","r","n",1,0,1
5,4,5,"t","r","n",1,0,1
5,3,5,"t","r","n",1,0,1
20,9,4,"t","r","n",1,0,1
40,8,7,"t","r","q",1,0,1
10,8,5,"t","r","n",1,0,1
10,8,4,"n","r","n",1,0,1
25,4,5,"t","r","n",1,0,0
20,33,4,"t","i","n",1,1,1
10,11,4,"t","u","n",1,0,1
